Index,Shift,Incident,Machine,Area / Cause,Reason / Fault,Time (minutes),Comments,Line No,MachineStopType
764328,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,12.0,jammed stack,18,Short Stop
764365,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,11.0,,18,Short Stop
764383,John Smiths/Pink,Machine Stop,De-palletiser,Empty pallet conveyors,Sensor mis-aligned,25.0,sensor faulty. Re positioned and cleaned. now working- Issue fixed by Tech-Op,18,Short Stop
764733,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,26.0,empty pallet jam on discharge had to drop the lift and get in to remove pallet then clean sensors as driving the wrong pallet out,18,Short Stop
764990,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,11.0,top frame snapped and fell into lift,18,Short Stop
765111,Fosters/Green,Machine Stop,De-palletiser,Discharge Conveyors,Sensor mis-aligned,12.0,sensor re-positioned,18,Breakdown
765566,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,9.0,"Layer card had dropped, retrieved",18,Breakdown
765658,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Sensor mis-alignment,7.0,sensors wiped down and re aligned,18,Breakdown
765660,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Sensor mis-alignment,5.0," pallets not feeding into lift stack, sensors wiped down and re aligned",18,Breakdown
766054,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Jammed pallet,8.0,top frame stacker pallets fallen in  lift operator manually removed,18,Short Stop
766057,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,15.0,top frame fell onto lift operastor entered machine to remove,18,Short Stop
766063,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Chain / Drive,62.0,"chain trapped on layer card dischasrge ift , debri stuck on sprocket not allowinbg lift to drop complety craft in attendance - craft realligned lift and made level in order to get empty pallet discharge flush with chains and sprockets",18,Short Stop
766374,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,1.0,btoken top frame in lift operator removing and taking oppurtunity to clear any cans fell during shift ready for next shift,18,Short Stop
766475,John Smiths/Pink,Machine Stop,De-palletiser,Discharge Conveyors,Lightguard,5.0,,18,Short Stop
766724,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Fault not listed,29.0,MB Main airline and electric cable replaced on topframe removal mechanism.,18,Short Stop
766839,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,7.0,pallet jam,18,Breakdown
766909,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,2.0,,18,Short Stop
767444,Fosters/Green,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,8.0,pallet not going into lift,18,Short Stop
767463,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,25.0,top frasme crash knocking over the cans,18,Breakdown
767857,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Light guard - debanding station,9.0,,18,Short Stop
767930,John Smiths/Pink,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,8.0,snapped top fram fallen,18,Short Stop
767936,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,12.0,Lift not gone in under layer cards. Have to go in and move layer cards onto pallet.,18,Breakdown
767941,John Smiths/Pink,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,13.0,"Light guard has tripped out, will not reset",18,Breakdown
767979,John Smiths/Pink,Machine Stop,De-palletiser,Empty pallet conveyors,Light guard - debanding station,10.0,Light guid not re setting,18,Breakdown
767972,John Smiths/Pink,Machine Stop,De-palletiser,Empty pallet conveyors,Light guard - debanding station,14.0,"Light guard would not reset, also broken air line",18,Breakdown
768164,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,25.0,pallet stuck in lift,18,Short Stop
768165,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,25.0,pallet stuck in lift,18,Short Stop
768025,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Fault not listed,52.0,MB Safety audit being performed on ladders inside depal. Did 30 minute foam clean.,18,Short Stop
768067,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,7.0,MB Empty pallets jammed in lift.,18,Short Stop
768049,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,19.0,MB Broken top frame fell inside the machine.,18,Short Stop
768050,Heineken/Orange,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,7.0,MB Pallet jammed in the lift.,18,Short Stop
768084,John Smiths/Pink,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,11.0,Top frame had broken and fallen into lift,18,Breakdown
768102,John Smiths/Pink,Machine Stop,De-palletiser,Top frame removal assembly,Fault not listed,21.0,Sensor fault operater had to access de-pal reset sensor and restart line. - Tech-Op Kevin Jones,18,Breakdown
768113,John Smiths/Pink,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,9.0,Light guard not reseting,18,Breakdown
768136,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,12.0,Pallets jammed and not moving around.,18,Short Stop
768300,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Lightguard,7.0,lightguard tripped top frame discharge,18,Short Stop
768378,Heineken/Orange,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,12.0,,18,Short Stop
768417,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,14.0,MB Broken top fram dropped down in the lift.,18,Short Stop
768427,Strongbow/Yellow,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,17.0,MB Lightguard tripped out. Sensors mis alligned.,18,Breakdown
768457,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,8.0,MB Empty pallet stack jammed in the lift.,18,Short Stop
768464,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Sensor mis-aligned,10.0,MB Light curtain knocked out of alignment.,18,Short Stop
768540,Heineken/Orange,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,4.0,,18,Short Stop
768595,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Chain/ Drive,29.0,chain off sprocket,18,Short Stop
768600,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,4.0,,18,Short Stop
768621,Fosters/Green,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,21.0,pallet jammed in lift,18,Breakdown
768775,Strongbow/Yellow,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,17.0,full pallet jammed in lift. Depal had to go get the overide key,18,Short Stop
768778,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Jammed pallet,14.0,had to get in the depal to remove jammed palley all lfts put down,18,Short Stop
768864,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,22.0,tripped light bar,18,Breakdown
768902,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,14.0,top frame snapped,18,Breakdown
769018,John Smiths/Pink,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,10.0,,18,Short Stop
769535,Heineken/Orange,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,4.0,sweep arm damaged multiple cans on layer operator stopped machine to remove debri,18,Short Stop
769698,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,7.0,MB Empty pallet jam on the outfeed.,18,Short Stop
769883,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,7.0,jammed pallet,18,Short Stop
769889,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,10.0,jammed pallet,18,Short Stop
769947,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Lightguard,10.0,lightguard tripped,18,Short Stop
769938,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Lightguard,9.0,Light guard tripped out,18,Short Stop
769948,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,8.0,pallet jammed,18,Short Stop
769945,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Lightguard,13.0,light guard tripped,18,Short Stop
770093,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,7.0,top frame fell onto conveyor operator removed and reset,18,Short Stop
770199,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,11.0,,18,Short Stop
770301,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Lightguard,2.0,light guard on outfeed tripped out when top frames came out,18,Short Stop
770554,John Smiths/Pink,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,7.0,,18,Short Stop
770593,John Smiths/Pink,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,7.0,,18,Short Stop
770685,Fosters/Green,Machine Stop,De-palletiser,Discharge Conveyors,Pallet Jammed,12.0,pallet jam,18,Short Stop
770719,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,4.0,,18,Short Stop
770782,John Smiths/Pink,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,6.0,,18,Short Stop
771127,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,7.0,MB Broken top frame fell on infeed conveyors.,18,Short Stop
771246,John Smiths/Pink,Machine Stop,De-palletiser,Discharge Conveyors,Jammed pallet,18.0,,18,Short Stop
771254,John Smiths/Pink,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,6.0,Operater had to access de-pal free trapped pallets and perform reset.Seamer flush done while line was down.,18,Short Stop
771288,Strongbow/Yellow,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,22.0,craft adjusting sweep,18,Short Stop
771303,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,9.0,MB Stack jammed on De Pal out feed.,18,Short Stop
771722,Fosters/Green,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,11.0,,18,Short Stop
771801,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,11.0,MB Layer pad fell on infeed conveyors.,18,Short Stop
771871,Strongbow/Yellow,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,14.0,MB Pallet stuck omn infeed conveyor.,18,Short Stop
772488,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,7.0,"lightguard tripped,also had issues with stripper table",18,Short Stop
772492,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Fault not listed,4.0,out of sync,18,Short Stop
772536,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,4.0,layer card jam,18,Short Stop
